File Name, Sol, Camera, Spherules
0020mr0000570010100290c00_drcx.tif, 0020, mr, No 
0020mr0000570020100291c00_drcx.tif, 0020, mr, No 
0020mr0000570030100292c00_drcx.tif, 0020, mr, No 
0020mr0000570040100293c00_drcx.tif, 0020, mr, No 
0020mr0000570050100294c00_drcx.tif, 0020, mr, No 
0020mr0000570060100295c00_drcx.tif, 0020, mr, No 
0020mr0000570070100296c00_drcx.tif, 0020, mr, No 
0020mr0000570080100297c00_drcx.tif, 0020, mr, No 
0020mr0000570090100298c00_drcx.tif, 0020, mr, No 
0020mr0000570100100299c00_drcx.tif, 0020, mr, No 
0020mr0000570110100300c00_drcx.tif, 0020, mr, No 
0020mr0000570120100301c00_drcx.tif, 0020, mr, No 
0020mr0000570130100302c00_drcx.tif, 0020, mr, No 
0020mr0000570140100303c00_drcx.tif, 0020, mr, No 
0020mr0000570150100304c00_drcx.tif, 0020, mr, No 
0020mr0000580000100305c00_drcx.tif, 0020, mr, No 
0020mr0000580010100306c00_drcx.tif, 0020, mr, No 
0020mr0000580020100307c00_drcx.tif, 0020, mr, No 
0020mr0000580030100308c00_drcx.tif, 0020, mr, No 
0020mr0000580040100309c00_drcx.tif, 0020, mr, No 
0020mr0000580050100310c00_drcx.tif, 0020, mr, No 
0020mr0000580060100311c00_drcx.tif, 0020, mr, No 
0020mr0000580070100312c00_drcx.tif, 0020, mr, No 
0020mr0000580080100313c00_drcx.tif, 0020, mr, No 
0020mr0000580090100314c00_drcx.tif, 0020, mr, No 
0020mr0000580100100315c00_drcx.tif, 0020, mr, No 
0020mr0000580110100316c00_drcx.tif, 0020, mr, No 
0020mr0000580120100317c00_drcx.tif, 0020, mr, No 
0020mr0000580130100318c00_drcx.tif, 0020, mr, No 
0020mr0000580140100319c00_drcx.tif, 0020, mr, No 
0020mr0000580150100320c00_drcx.tif, 0020, mr, No 
0020mr0001020000100322c00_drcx.tif, 0020, mr, No 
0020mr0001020010100323c00_drcx.tif, 0020, mr, No 
0020mr0001020020100324c00_drcx.tif, 0020, mr, No 
0020mr0001020030100325c00_drcx.tif, 0020, mr, No 
0020mr0001020040100326c00_drcx.tif, 0020, mr, No 
0020mr0001020050100327c00_drcx.tif, 0020, mr, No 
0020mr0001020060100328c00_drcx.tif, 0020, mr, No 
0020mr0001020070100329c00_drcx.tif, 0020, mr, No 
0020mr0001020080100330c00_drcx.tif, 0020, mr, No 
0020mr0001020090100331c00_drcx.tif, 0020, mr, No 
0020mr0001020100100332c00_drcx.tif, 0020, mr, No 
0020mr0001020110100333c00_drcx.tif, 0020, mr, No 
0020mr0001020120100334c00_drcx.tif, 0020, mr, No 
0020mr0001020130100335c00_drcx.tif, 0020, mr, No 
0020mr0001020140100336c00_drcx.tif, 0020, mr, No 
0020mr0001020150100337c00_drcx.tif, 0020, mr, No 
0020mr0001030000100338c00_drcx.tif, 0020, mr, No 
0020mr0001030010100339c00_drcx.tif, 0020, mr, No 
0020mr0001030020100340c00_drcx.tif, 0020, mr, No 
0020mr0001030030100341c00_drcx.tif, 0020, mr, No 
0020mr0001030040100342c00_drcx.tif, 0020, mr, No 
0020mr0001030050100343c00_drcx.tif, 0020, mr, No 
0020mr0001030060100344c00_drcx.tif, 0020, mr, No 
0020mr0001030070100345c00_drcx.tif, 0020, mr, No 
0020mr0001030080100346c00_drcx.tif, 0020, mr, No 
0020mr0001030090100347c00_drcx.tif, 0020, mr, No 
0020mr0001030100100348c00_drcx.tif, 0020, mr, No 
0020mr0001030110100349c00_drcx.tif, 0020, mr, No 
0020mr0001030120100350c00_drcx.tif, 0020, mr, No 
0020mr0001030130100351c00_drcx.tif, 0020, mr, No 
0020mr0001030140100352c00_drcx.tif, 0020, mr, No 
0020mr0001030150100353c00_drcx.tif, 0020, mr, No 
0020mr0001040000100354c00_drcx.tif, 0020, mr, No 
0020mr0001040010100355c00_drcx.tif, 0020, mr, No 
0020mr0001040020100356c00_drcx.tif, 0020, mr, No 
0020mr0001040030100357c00_drcx.tif, 0020, mr, No 
0020mr0001040040100358c00_drcx.tif, 0020, mr, No 
0020mr0001040050100359c00_drcx.tif, 0020, mr, No 
0020mr0001040060100360c00_drcx.tif, 0020, mr, No 
0020mr0001040070100361c00_drcx.tif, 0020, mr, No 
0020mr0001040080100362c00_drcx.tif, 0020, mr, No 
0020mr0001040090100363c00_drcx.tif, 0020, mr, No 
0020mr0001040100100364c00_drcx.tif, 0020, mr, No 
0020mr0001040110100365c00_drcx.tif, 0020, mr, No 
0020mr0001040120100366c00_drcx.tif, 0020, mr, No 
0020mr0001040130100367c00_drcx.tif, 0020, mr, No 
0020mr0001040140100368c00_drcx.tif, 0020, mr, No 
0020mr0001040150100369c00_drcx.tif, 0020, mr, No 
0020mr0001050000100370c00_drcx.tif, 0020, mr, No 
0020mr0001050010100371c00_drcx.tif, 0020, mr, No 
0020mr0001050020100372c00_drcx.tif, 0020, mr, No 
0020mr0001050030100373c00_drcx.tif, 0020, mr, No 
0020mr0001050040100374c00_drcx.tif, 0020, mr, No 
0020mr0001050050100375c00_drcx.tif, 0020, mr, No 
0020mr0001050060100376c00_drcx.tif, 0020, mr, No 
0020mr0001050070100377c00_drcx.tif, 0020, mr, No 
0020mr0001050080100378c00_drcx.tif, 0020, mr, No 
0020mr0001050090100379c00_drcx.tif, 0020, mr, No 
0020mr0001050100100380c00_drcx.tif, 0020, mr, No 
0020mr0001050110100381c00_drcx.tif, 0020, mr, No 
0020mr0001050120100382c00_drcx.tif, 0020, mr, No 
0020mr0001050130100383c00_drcx.tif, 0020, mr, No 
0020mr0001050140100384c00_drcx.tif, 0020, mr, No 
0020mr0001050150100385c00_drcx.tif, 0020, mr, No 
0020mr0001060000100387c00_drcx.tif, 0020, mr, No 
0020mr0001060010100388c00_drcx.tif, 0020, mr, No 
0020mr0001060020100389c00_drcx.tif, 0020, mr, No 
0020mr0001060030100390c00_drcx.tif, 0020, mr, No 
0020mr0001060040100391c00_drcx.tif, 0020, mr, No 
0020mr0001060050100392c00_drcx.tif, 0020, mr, No 
0020mr0001060060100393c00_drcx.tif, 0020, mr, No 
0020mr0001060070100394c00_drcx.tif, 0020, mr, No 
0020mr0001060080100395c00_drcx.tif, 0020, mr, No 
0020mr0001060090100396c00_drcx.tif, 0020, mr, No 
0020mr0001060100100397c00_drcx.tif, 0020, mr, No 
0020mr0001060110100398c00_drcx.tif, 0020, mr, No 
0020mr0001060120100399c00_drcx.tif, 0020, mr, No 
0020mr0001060130100400c00_drcx.tif, 0020, mr, No 
0020mr0001060140100401c00_drcx.tif, 0020, mr, No 
0020mr0001060150100402c00_drcx.tif, 0020, mr, No 
0020mr0001070000100403c00_drcx.tif, 0020, mr, No 
0020mr0001070010100404c00_drcx.tif, 0020, mr, No 
0020mr0001070020100405c00_drcx.tif, 0020, mr, No 
0020mr0001070030100406c00_drcx.tif, 0020, mr, No 
0020mr0001070040100407c00_drcx.tif, 0020, mr, No 
0020mr0001070050100408c00_drcx.tif, 0020, mr, No 
0020mr0001070060100409c00_drcx.tif, 0020, mr, No 
0020mr0001070070100410c00_drcx.tif, 0020, mr, No 
0020mr0001070080100411c00_drcx.tif, 0020, mr, No 
0020mr0001070090100412c00_drcx.tif, 0020, mr, No 
0020mr0001070100100413c00_drcx.tif, 0020, mr, No 
0020mr0001070110100414c00_drcx.tif, 0020, mr, No 
0020mr0001070120100415c00_drcx.tif, 0020, mr, No 
0020mr0001070130100416c00_drcx.tif, 0020, mr, No 
0020mr0001070140100417c00_drcx.tif, 0020, mr, No 
0020mr0001070150100418c00_drcx.tif, 0020, mr, No 
0020mr0001080000100419c00_drcx.tif, 0020, mr, No 
0020mr0001080010100420c00_drcx.tif, 0020, mr, No 
0020mr0001080020100421c00_drcx.tif, 0020, mr, No 
0020mr0001080030100422c00_drcx.tif, 0020, mr, No 
0020mr0001080040100423c00_drcx.tif, 0020, mr, No 
0020mr0001080050100424c00_drcx.tif, 0020, mr, No 
0020mr0001080060100425c00_drcx.tif, 0020, mr, No 
0020mr0001080070100426c00_drcx.tif, 0020, mr, No 
0020mr0001080080100427c00_drcx.tif, 0020, mr, No 
0020mr0001080090100428c00_drcx.tif, 0020, mr, No 
0020mr0001080100100429c00_drcx.tif, 0020, mr, No 
0020mr0001080110100430c00_drcx.tif, 0020, mr, No 
0020mr0001080120100431c00_drcx.tif, 0020, mr, No 
0020mr0001080130100432c00_drcx.tif, 0020, mr, No 
0020mr0001080140100433c00_drcx.tif, 0020, mr, No 
0020mr0001080150100434c00_drcx.tif, 0020, mr, No 
0020mr0001090000100435c00_drcx.tif, 0020, mr, No 
0020mr0001090010100436c00_drcx.tif, 0020, mr, No 
0020mr0001090020100437c00_drcx.tif, 0020, mr, No 
0020mr0001090030100438c00_drcx.tif, 0020, mr, No 
0020mr0001090040100439c00_drcx.tif, 0020, mr, No 
0020mr0001090050100440c00_drcx.tif, 0020, mr, No 
0020mr0001090060100441c00_drcx.tif, 0020, mr, No 
0020mr0001090070100442c00_drcx.tif, 0020, mr, No 
0020mr0001090080100443c00_drcx.tif, 0020, mr, No 
0020mr0001090090100444c00_drcx.tif, 0020, mr, No 
0020mr0001090100100445c00_drcx.tif, 0020, mr, No 
0020mr0001090110100446c00_drcx.tif, 0020, mr, No 
0020mr0001090120100447c00_drcx.tif, 0020, mr, No 
0020mr0001090130100448c00_drcx.tif, 0020, mr, No 
0020mr0001090140100449c00_drcx.tif, 0020, mr, No 
0020mr0001090150100450c00_drcx.tif, 0020, mr, No 
0020mr0001100000100452c00_drcx.tif, 0020, mr, No 
0020mr0001100010100453c00_drcx.tif, 0020, mr, No 
0020mr0001100020100454c00_drcx.tif, 0020, mr, No 
0020mr0001100030100455c00_drcx.tif, 0020, mr, No 
0020mr0001100040100456c00_drcx.tif, 0020, mr, No 
0020mr0001100050100457c00_drcx.tif, 0020, mr, No 
0020mr0001100060100458c00_drcx.tif, 0020, mr, No 
0020mr0001100070100459c00_drcx.tif, 0020, mr, No 
0020mr0001100080100460c00_drcx.tif, 0020, mr, No 
0020mr0001100090100461c00_drcx.tif, 0020, mr, No 
0020mr0001100100100462c00_drcx.tif, 0020, mr, No 
0020mr0001100110100463c00_drcx.tif, 0020, mr, No 
0020mr0001100120100464c00_drcx.tif, 0020, mr, No 
0020mr0001100130100465c00_drcx.tif, 0020, mr, No 
0020mr0001100140100466c00_drcx.tif, 0020, mr, No 
0020mr0001100150100467c00_drcx.tif, 0020, mr, No 
0020mr0001110000100468c00_drcx.tif, 0020, mr, No 
0020mr0001110010100469c00_drcx.tif, 0020, mr, No 
0020mr0001110020100470c00_drcx.tif, 0020, mr, No 
0020mr0001110030100471c00_drcx.tif, 0020, mr, No 
0020mr0001110040100472c00_drcx.tif, 0020, mr, No 
0020mr0001110050100473c00_drcx.tif, 0020, mr, No 
0020mr0001110060100474c00_drcx.tif, 0020, mr, No 
0020mr0001110070100475c00_drcx.tif, 0020, mr, No 
0020mr0001110080100476c00_drcx.tif, 0020, mr, No 
0020mr0001110090100477c00_drcx.tif, 0020, mr, No 
0020mr0001110100100478c00_drcx.tif, 0020, mr, No 
0020mr0001110110100479c00_drcx.tif, 0020, mr, No 
0020mr0001110120100480c00_drcx.tif, 0020, mr, No 
0020mr0001110130100481c00_drcx.tif, 0020, mr, No 
0020mr0001110140100482c00_drcx.tif, 0020, mr, No 
0020mr0001110150100483c00_drcx.tif, 0020, mr, No 
0020mr0001120000100484c00_drcx.tif, 0020, mr, No 
0020mr0001120010100485c00_drcx.tif, 0020, mr, No 
0020mr0001120020100486c00_drcx.tif, 0020, mr, No 
0020mr0001120030100487c00_drcx.tif, 0020, mr, No 
0020mr0001120040100488c00_drcx.tif, 0020, mr, No 
0020mr0001120050100489c00_drcx.tif, 0020, mr, No 
0020mr0001120060100490c00_drcx.tif, 0020, mr, No 
0020mr0001120070100491c00_drcx.tif, 0020, mr, No 
0020mr0001120080100492c00_drcx.tif, 0020, mr, No 
0020mr0001120090100493c00_drcx.tif, 0020, mr, No 
0020mr0001120100100494c00_drcx.tif, 0020, mr, No 
0020mr0001120110100495c00_drcx.tif, 0020, mr, No 
0020mr0001120120100496c00_drcx.tif, 0020, mr, No 
0020mr0001120130100497c00_drcx.tif, 0020, mr, No 
0020mr0001120140100498c00_drcx.tif, 0020, mr, No 
0020mr0001120150100499c00_drcx.tif, 0020, mr, No 
0020mr0001130000100500c00_drcx.tif, 0020, mr, No 
0020mr0001130010100501c00_drcx.tif, 0020, mr, No 
0020mr0001130020100502c00_drcx.tif, 0020, mr, No 
0020mr0001130030100503c00_drcx.tif, 0020, mr, No 
0020mr0001130040100504c00_drcx.tif, 0020, mr, No 
0020mr0001130050100505c00_drcx.tif, 0020, mr, No 
0020mr0001130060100506c00_drcx.tif, 0020, mr, No 
0020mr0001130070100507c00_drcx.tif, 0020, mr, No 
0020mr0001130080100508c00_drcx.tif, 0020, mr, No 
0020mr0001130090100509c00_drcx.tif, 0020, mr, No 
0020mr0001130100100510c00_drcx.tif, 0020, mr, No 
0020mr0001130110100511c00_drcx.tif, 0020, mr, No 
0020mr0001130120100512c00_drcx.tif, 0020, mr, No 
0020mr0001130130100513c00_drcx.tif, 0020, mr, No 
0020mr0001130140100514c00_drcx.tif, 0020, mr, No 
0020mr0001130150100515c00_drcx.tif, 0020, mr, No 
0023mr0001140000100530c00_drcx.tif, 0023, mr, No 
0023mr0001140010100531c00_drcx.tif, 0023, mr, No 
0023mr0001140020100532c00_drcx.tif, 0023, mr, No 
0023mr0001140030100533c00_drcx.tif, 0023, mr, No 
0023mr0001140040100534c00_drcx.tif, 0023, mr, No 
0023mr0001140050100535c00_drcx.tif, 0023, mr, No 
0023mr0001140060100536c00_drcx.tif, 0023, mr, No 
0023mr0001140070100537c00_drcx.tif, 0023, mr, No 
0023mr0001140080100538c00_drcx.tif, 0023, mr, No 
0023mr0001140090100539c00_drcx.tif, 0023, mr, No 
0023mr0001140100100540c00_drcx.tif, 0023, mr, No 
0023mr0001140110100541c00_drcx.tif, 0023, mr, No 
0023mr0001140120100542c00_drcx.tif, 0023, mr, No 
0023mr0001140130100543c00_drcx.tif, 0023, mr, No 
0023mr0001140140100544c00_drcx.tif, 0023, mr, No 
0023mr0001140150100545c00_drcx.tif, 0023, mr, No 
0023mr0001140160100546c00_drcx.tif, 0023, mr, No 
0023mr0001140170100547c00_drcx.tif, 0023, mr, No 
0023mr0001140180100548c00_drcx.tif, 0023, mr, No 
0023mr0001140190100549c00_drcx.tif, 0023, mr, No 
0023mr0001140200100550c00_drcx.tif, 0023, mr, No 
0023mr0001140210100551c00_drcx.tif, 0023, mr, No 
0023mr0001140220100552c00_drcx.tif, 0023, mr, No 
0023mr0001140230100553c00_drcx.tif, 0023, mr, No 
0023mr0001140240100554c00_drcx.tif, 0023, mr, No 
